"","name","atlas","crtools","dasher","dltk","eclipse","framework","gradecraft-development","jetty-plugin-support","jetty-spdy","lenskit","Linuxbog","mlt","oi-userland","packages_apps_Camera","playframework","riot","scalaris","thinkparity","wala-mirror","xrootd"
"11","Linuxbog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","mlt",0.124247351699532,0.0796969538611565,0.204763230159255,0.0986116956877508,0.0916203805248556,0.199504714738529,0.153293742316091,0.0760058478437787,0.246302755322868,0.152005823602127,0.0321516992318379,0.164056370049384,0.127529040395265,0.153294599082278,0.0478188808955715,0.17476588973444,0.0615661260263339,0.221528060655612,0.0445822841760975,0.139207874570805
"13","oi-userland",0.151918084471994,0.0288444059487778,0.211163005933651,0.000327227358663986,0.00883511969644463,0.225898880640902,0.193740561176563,0.0765185924698588,0.272184349780367,0.175741348431929,0.0185634296792318,0.25449528606815,0.00634061246556106,0.189395323405138,0.0439330176792852,0.176799015840126,0.0209005509821742,0.265577758372466,0.00994316253003097,0.197008591605959
"14","packages_apps_Camera",0.200008721336177,0.086846914372729,0.149105040087131,0.342514288127547,0.249032412404203,0.217482958162578,0.246805796320676,0.169933524962804,0.229394831329474,0.136273430664522,0.0907963256856598,0.236982260576212,0.202700429735848,0.0986280818893314,0.0796086332885214,0.158917401906572,0.13496776381401,0.364960913062848,0.188410307755787,0.257003049327208
"15","playframework",0.121264631673063,0.0296052355069565,0.175646604421502,0.0171857794116483,0.0184599470066926,0.198771157966897,0.159539436110393,0.068749522158521,0.245603266041208,0.139913350193726,0.00770973947533748,0.21808235296926,0.0344784047601351,0.183332078348206,0.0382548406113415,0.143121067979372,0.0285590670677461,0.169495612127242,0.0258680971163542,0.158287552355919
"16","riot",0.112968236716087,0.110276242653977,0.202881603525083,0.0879965576144953,0.0859897293306249,0.22979970579174,0.137288396934077,0.0852537373397131,0.301296117659084,0.128751407125873,0.11335555044241,0.201893581235253,0.0496665126588471,0.167618844412621,0.0450637529333325,0.120193901563935,0.0886491843229874,0.209963743028267,0.0826985286905974,0.166890201129232
"17","scalaris",0.149662018910585,0.0293201951792149,0.211475076068294,0.00112834981436813,0.00772162224063285,0.229051129750521,0.195831596768632,0.0776746623043878,0.243205966982229,0.167195429331448,0.011368858845091,0.250966772725954,0.00914118622964353,0.190396549765716,0.0449540299306609,0.175400254427306,0.0202596372348392,0.266368908369894,0.00463981674884149,0.19426550186402
"18","thinkparity",0.128058548454477,0.0868790161436652,0.643933315207743,0.0346527781705667,0.0662164427780307,0.34140240698552,0.1623289682865,0.114258636173774,0.19264333756177,0.229220755499588,0.037968495592964,0.215646783382785,0.320899694728923,0.194290576829489,0.381220655073377,0.13853991034486,0.0515590847659783,0.137623722394312,0.0598337193545798,0.163289106856535
"19","wala-mirror",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","xrootd",0.112854209398681,0.0639881241530717,0.16210415574344,0.0535710779516127,0.0484580177868225,0.182089471372403,0.179985095576435,0.0683848459088029,0.210376124336712,0.154666789803716,0.0212398980022951,0.184666877793125,0.0992353883428833,0.133394248641936,0.0541264531088957,0.176554312992583,0.0667326749226449,0.249506171019472,0.0359605482983915,0.123894693664129
