"","proj","AUC","Brier","Chi","Pval"
"406","functional-tests",0.778727171533516,0.173783296162831,0.0946908076523654,0.000134687470089156
"407","fuse",0.788689716816184,0.124485546635432,0.411995833799605,0
"408","g3m",0.804147872592043,0.0882527382199534,0.105910219818214,0
"409","galleria",0.776055598643451,0.170970839898601,0.0738107242643271,0.00412251328111313
"411","gatein-portal",0.745018105331608,0.0585935045859399,0.189292264783057,5.645262035614e-11
"416","Gdcm",NA,NA,NA,NA
"417","geany",0.795345277417134,0.15440359999319,0.182484965689336,0
"419","genomix",0.7594036731789,0.17856278104492,0.193913494538662,0
"420","geogebra",0.758281930954898,0.166016577515881,0.0743979286195991,0
"421","geoknow",0.770400373742868,0.175151853792753,0.0565985218666418,3.41861382313624e-07
"424","geo-platform",0.794930231449313,0.185017860588772,0.134918445816422,8.28423244592091e-06
"426","geoserver-old",0.737140998964709,0.097108254673591,0.0921413833774492,1.46815598698335e-05
"427","geotools",0.773079284719636,0.106641654341823,0.184694351195092,0
"428","gephi",0.759783364407913,0.191505770629766,0.378828431897812,0
"432","gerrit",0.875968314918173,0.120533130424045,0.0779110463994144,0
"433","gettext",0.718135407584899,0.0478943235978402,0.203536291001578,0
"435","geworkbench-core",NA,NA,NA,NA
"436","gforth",0.771577946461169,0.0841380727017152,0.0613564170092843,3.85751497489206e-06
"439","giraph",0.870336603753533,0.103977544796603,0.137969534370056,7.44853514422772e-08
"440","gitblit",0.854978278493923,0.12474313147705,0.0417481926645623,0.00850286456706573
"443","glusterfs",0.781545475912625,0.0769197239670208,0.0109482920426548,0.00635947892783095
"445","gnorasi",0.790789180336714,0.164969205359313,0.265226427441113,2.95860920207502e-08
"446","google-closure-compiler",0.858796754511048,0.135780782884938,0.567433751641403,0
"448","gradecraft-development",0.799924808021437,0.127119413834428,0.162869925740055,0
"449","grails",0.842585814191012,0.112356668943642,0.379262928345174,0
"450","grailsnolib",0.812609221405374,0.135879578176831,0.356206380082329,0
"452","graphx",NA,NA,NA,NA
"453","GridSphere",0.849352418417315,0.109880402306017,0.0328845901433631,1.9988897537182e-07
"454","gridworks",0.777370389085698,0.167406123048936,0.0743059566924782,0.0030956089516152
"455","grizzly-mirror",0.782247798196925,0.180560106614619,0.0873210720618074,5.35194111250803e-12
"456","groovy",0.787384740511382,0.136339482045831,0.0839663778129283,0
"459","gSDL",0.841653902739999,0.144352397587684,0.612468871061623,0
"460","guicey",0.838561993133637,0.161791956012677,0.176555038782844,2.3520333281013e-07
"461","gwt",0.780960495364834,0.184956372556824,0.143462791456741,0
"464","gwtquery",0.784523164931693,0.177079573248441,0.153209276376849,3.18862450876534e-05
"466","h2-bitmap",0.791655259779506,0.0743918644663238,0.217949938590776,0
"469","H2-Mirror",NA,NA,NA,NA
"471","hadoop",0.842780050266343,0.119274518755847,0.511310492054593,0
"472","hadoop-1",0.839428899937648,0.130539273509557,0.183469116216593,0
"473","hadoop-fork",0.902999425647144,0.105579267046843,0.762393816792411,0
"476","haxe",0.807065200703568,0.135387329448349,0.0687084350846289,2.55351295663786e-15
"478","hbase_namespace",0.794992676834532,0.150681346954454,0.0863047256403171,0
"480","hbird",0.811236154667651,0.13974035631526,0.150919244599368,8.70708213118743e-06
"481","hermes",0.862904502491637,0.130511629179523,0.330939927013288,1.24344978758018e-12
"484","hibernate-orm",0.771581841637959,0.179890098452693,0.132110035272942,0
"485","highcharts",0.790632254881159,0.158204889217739,0.135161080688272,0
"487","hive",0.773379942307665,0.0850371173060931,0.0770783611992927,1.23345778035855e-13
"488","hk2",0.87992845223401,0.105073961562114,0.414394717788093,0
"489","HoloEverywhere",0.842360070294955,0.147867048470843,0.292454587238972,1.99573690906618e-12
"490","hornetq-old",0.810612261880532,0.168286548186287,0.150323146671712,0
"493","hostap-ct",0.790538687748198,0.0558109921776596,0.117995877233133,0
"495","h-store",0.812281352477802,0.176404947766988,0.122592185619638,0
"496","htmlparser",0.715258037282468,0.211657131200771,0.058102551595467,0.0109060155148494
"499","hue",0.737069972559456,0.110058626505226,0.0868071850010473,3.35120819983104e-12
"500","HUSACCT",0.819397774133321,0.16510905970879,0.298982583938181,0
"501","hxcpp",0.794712427722998,0.125930762559371,0.106723293850837,4.04366305237769e-05
"502","i2p",0.843664568301898,0.116186975910094,0.135742180421601,0
"503","iaf",0.715845613038529,0.133837643963153,0.0737162970473828,1.9311850131265e-06
"505","ibis-ipl",0.806606887835493,0.151054862677778,0.274946685043065,0
"506","icefaces",0.793299278251134,0.0788420584406033,0.15978169635447,3.13504777693652e-12
"507","icemobile",0.766318115966568,0.0817465774691442,0.0684879281681578,1.01355127332114e-05
"510","igraph",0.859379371197813,0.0955594390018884,0.0591957848797357,1.86517468137026e-14
"511","IGV",0.757023377372219,0.175614977607816,0.0978674016389101,4.44089209850063e-16
"512","ikvm",0.756120827796312,0.138996790546005,0.438788193299497,0
"513","ikvm-fork",0.741564386283018,0.149253866254342,0.365084689564444,0
"515","infinispan",0.764902453337085,0.174935270085714,0.100609723728547,0
"516","infoglue2",0.73618834583623,0.173717184351069,0.196826590152261,0
"519","intellij-plugins",0.779096403914367,0.137301110289261,0.0586481261441839,0
"520","iostest",0.803966053997775,0.175742234674038,0.475018698597393,0
"521","ironmine",0.794412534641394,0.0736710925185624,0.0345253224391484,1.57223525518724e-05
"522","iSENSE-Hardware",0.83304807888321,0.130919049141823,0.534114657939787,0
"523","iSoul",0.765762652595629,0.170576233793289,0.556194197082961,0
"524","itext",0.807654352097014,0.100456160534142,0.0134550258041353,0.0218352766682529
"525","itinerennes-android",0.854985787118592,0.131612759517982,0.0421510964288067,0.0120471981829831
"526","ITKApps",0.757666950813676,0.145501826900815,0.0724969828682042,6.12105769404181e-08
"527","Ivory",0.854212643601334,0.143434356120278,0.228884787172878,9.84642256618429e-09
"528","ivory",0.848702502834111,0.149586779129675,0.257274677030798,6.40620889669208e-12
"529","izpack",0.771427541565606,0.137825551870638,0.320754218057615,0
"530","izpack-full-svn-history-copy",0.783133983280057,0.102601358273356,0.403799987881068,0
"531","jabref",0.82774777087222,0.133348117511943,0.398309601477112,0
"532","jackrabbit-oak",0.745628555816806,0.0912713309815557,0.0553684260190384,2.43320474879738e-10
"533","JacORB",0.790806180724737,0.162183176285409,0.397516137554008,0
"534","jacorb",0.770317652808338,0.17648772015803,0.325438566361293,0
"535","jain-slee",0.853675119343073,0.0976230895810563,0.407764656914674,0
"537","jas",0.764749753105866,0.17300642054492,0.0886142330489827,1.64979141459298e-13
"538","jato",0.871256430409189,0.0421300842944499,0.110106731339714,8.08585087774816e-10
"541","java-gnome",0.799284697797834,0.146083571510294,0.142858296580792,0
"542","javapackages",0.716904546105929,0.11736605503625,0.283367456523116,2.26744978348847e-09
"543","jaxb",0.742322718421745,0.15735414696655,0.215582907791985,0
"544","jaxws",0.850843908486724,0.105002150432508,0.145669849956911,0
"546","jboss-messaging",0.820173918371823,0.163132992014882,0.0774710213834838,2.359112905026e-12
"550","jboss-vfs",0.793315762659912,0.163750497270644,0.0948952615793888,0.000548778734642541
"551","jbpm-designer",0.725162619459204,0.183835521354132,0.193544877078613,0
"552","jCAE",0.703297921711634,0.128918088348086,0.121032230979766,1.70322080883523e-08
"553","jclouds",0.82281075135151,0.127610694904233,0.081638273775038,1.82468484766218e-11
"557","jEdit",0.846859552208146,0.143706537506229,0.0552791724118463,0
